Date	Dollar	Pound	Euro   Yen
03-Apr-2018	65.0240	91.4563	80.0901	61.3100
28-Mar-2018	65.0441	92.2846	80.6222	61.5400
27-Mar-2018	64.7973	92.2584	80.7634	61.3600
26-Mar-2018	64.9055	91.8672	80.2557	61.8200
23-Mar-2018	65.1333	91.9552	80.3354	62.1300
22-Mar-2018	65.0622	92.0630	80.3713	61.4400
21-Mar-2018	65.2162	91.3288	79.9616	61.2800
20-Mar-2018	65.1993	91.4942	80.4625	61.3300
19-Mar-2018	65.0375	90.5582	79.7750	61.5000
16-Mar-2018	64.8737	90.4858	79.9114	61.2700
15-Mar-2018	64.9366	90.7229	80.3201	61.2700
14-Mar-2018	64.9875	90.8265	80.5845	60.9900
13-Mar-2018	64.9567	90.2314	80.0916	60.8500
12-Mar-2018	65.0199	90.1241	80.0915	60.9600
09-Mar-2018	65.0784	89.8537	80.1636	60.9700
08-Mar-2018	64.9212	90.2275	80.5412	61.2600
07-Mar-2018	64.9627	90.3371	80.7486	61.5500
06-Mar-2018	64.9941	89.9063	80.2092	61.2000
05-Mar-2018	65.0530	89.6951	80.0347	61.6400
01-Mar-2018	65.2261	89.7055	79.5041	61.0700
28-Feb-2018	65.1031	90.4477	79.5885	60.8000
27-Feb-2018	64.8514	90.5844	79.9683	60.7100
26-Feb-2018	64.6639	90.6523	79.6983	60.6900
23-Feb-2018	64.8227	90.4017	79.7643	60.5900
22-Feb-2018	65.0458	90.4137	79.8307	60.5500
21-Feb-2018	64.8161	90.6583	79.9442	60.1700
20-Feb-2018	64.5254	90.1291	79.8566	60.3500
16-Feb-2018	63.9097	90.3108	80.1683	60.4600
15-Feb-2018	63.9222	89.5486	79.6790	60.0500
14-Feb-2018	64.1259	89.1735	79.3879	59.8400
12-Feb-2018	64.2838	89.0202	78.9341	59.1400
09-Feb-2018	64.3686	89.7105	78.8902	59.0600
08-Feb-2018	64.1616	89.1910	78.7455	58.5000
07-Feb-2018	64.1377	89.4977	79.4345	58.7100
06-Feb-2018	64.2723	89.7177	79.5241	59.0500
05-Feb-2018	64.0295	90.4033	79.7295	58.2200
02-Feb-2018	64.0781	91.3369	80.0335	58.3600
01-Feb-2018	63.6113	90.1754	78.9480	58.0900
31-Jan-2018	63.6878	90.3539	79.2149	58.6000
30-Jan-2018	63.7534	89.3886	78.7546	58.6200
29-Jan-2018	63.5470	89.8237	78.8682	58.3800
25-Jan-2018	63.4983	90.9169	79.0681	58.3600
24-Jan-2018	63.6439	89.3242	78.4538	57.9200
23-Jan-2018	63.7722	89.2046	78.2166	57.5700
22-Jan-2018	63.8895	88.5956	78.1241	57.6400
19-Jan-2018	63.7183	88.6449	78.1441	57.4900
18-Jan-2018	63.8431	88.2822	77.8822	57.4100
17-Jan-2018	63.9797	88.1256	78.3495	57.7400
16-Jan-2018	63.7602	87.9126	78.2019	57.5000
15-Jan-2018	63.4125	87.1795	77.4457	57.2300
12-Jan-2018	63.5263	86.0527	76.5301	57.0900
11-Jan-2018	63.7364	86.0123	76.1395	57.0300
10-Jan-2018	63.8264	86.2805	76.1385	56.8100
09-Jan-2018	63.4690	86.1528	75.9153	56.3300
08-Jan-2018	63.3482	85.8875	76.1509	55.9500
05-Jan-2018	63.3823	86.0225	76.5024	56.0600
04-Jan-2018	63.3914	85.7432	76.2472	56.3100
03-Jan-2018	63.4833	86.4071	76.5418	56.5500
02-Jan-2018	63.6728	86.1111	76.5856	56.5200
01-Jan-2018	63.6697	85.8968	76.4100	56.5100
29-Dec-2017	63.9273	86.0653	76.3867	56.7200
28-Dec-2017	64.1716	86.2210	76.5631	56.8900
27-Dec-2017	64.1577	85.8366	76.2258	56.6800
26-Dec-2017	64.0538	85.6720	76.0255	56.5300
22-Dec-2017	64.0409	85.6739	75.8821	56.5100
21-Dec-2017	64.0883	85.6284	76.0344	56.5000
20-Dec-2017	64.0577	85.7604	75.8251	56.7000
19-Dec-2017	64.1205	85.7932	75.6365	56.9800
18-Dec-2017	64.1065	85.5437	75.4277	56.9000
15-Dec-2017	64.0958	86.1319	75.5241	57.1300
14-Dec-2017	64.2798	86.3535	75.9980	57.0600
13-Dec-2017	64.4525	85.9410	75.7768	56.8700
12-Dec-2017	64.4834	86.0466	75.9292	56.8400
11-Dec-2017	64.3616	86.3282	75.8051	56.6800
08-Dec-2017	64.4649	87.0405	75.7978	56.8400
07-Dec-2017	64.5388	86.3142	76.0848	57.3300
06-Dec-2017	64.4467	86.4939	76.2791	57.4200
05-Dec-2017	64.3764	86.6378	76.3762	57.1500
04-Dec-2017	64.3799	86.6360	76.3739	57.0400
30-Nov-2017	64.4332	86.7980	76.4887	57.4600
29-Nov-2017	64.4058	86.1428	76.3209	57.7500
28-Nov-2017	64.4206	85.8469	76.6992	57.9400
27-Nov-2017	64.6948	86.1605	77.1421	58.1000
24-Nov-2017	64.7328	86.0364	76.7213	58.0700
23-Nov-2017	64.7949	86.3327	76.6264	58.2200
22-Nov-2017	64.7453	85.8523	76.0757	57.7500
21-Nov-2017	65.0386	86.1892	76.3878	57.8200
20-Nov-2017	65.0565	85.9331	76.3633	58.0800
17-Nov-2017	64.8462	85.7850	76.5574	57.5900
16-Nov-2017	65.2969	86.0483	76.9981	57.8100
15-Nov-2017	65.3689	85.9143	77.0634	57.7600
14-Nov-2017	65.5171	85.9388	76.4781	57.6500
13-Nov-2017	65.4272	85.8209	76.2161	57.6800
10-Nov-2017	65.0147	85.5463	75.7356	57.3400
09-Nov-2017	64.8967	85.2548	75.3061	57.1300
08-Nov-2017	65.0592	85.5724	75.3841	57.1200
07-Nov-2017	64.8064	85.3371	75.2273	56.8500
06-Nov-2017	64.7267	84.6366	75.1801	56.6600
03-Nov-2017	64.5764	84.4272	75.3348	56.6600
02-Nov-2017	64.5930	85.7860	75.2831	56.7200
01-Nov-2017	64.5256	85.6706	75.0755	56.7000
31-Oct-2017	64.7745	85.5995	75.4234	57.2700
30-Oct-2017	64.9338	85.3750	75.4271	57.1300
27-Oct-2017	65.0931	85.3826	75.6837	57.0000
26-Oct-2017	64.7888	85.8840	76.6063	57.0600
25-Oct-2017	65.1386	85.4814	76.5900	57.1900
24-Oct-2017	64.9256	85.7927	76.3395	57.1800
23-Oct-2017	65.0239	85.8381	76.5136	57.1700
18-Oct-2017	65.0649	85.7425	76.5423	57.9300
17-Oct-2017	64.9226	86.0354	76.4204	57.8700
16-Oct-2017	64.7603	86.0082	76.3912	57.9300
13-Oct-2017	64.9301	86.3051	76.8772	58.0100
12-Oct-2017	65.1003	86.2319	77.2741	57.9800
11-Oct-2017	65.2691	86.1161	77.1677	58.0800
10-Oct-2017	65.2652	85.9412	76.8302	57.9500
09-Oct-2017	65.3074	85.6311	76.5990	57.9900
06-Oct-2017	65.2276	85.3112	76.2641	57.7200
05-Oct-2017	65.1758	86.2145	76.5685	57.7700
04-Oct-2017	65.2899	86.6266	76.8266	58.0000
03-Oct-2017	65.5529	86.8707	76.7756	57.9700
29-Sep-2017	65.3552	87.7067	77.0603	58.0300
28-Sep-2017	65.7604	87.9808	77.1764	58.1800
27-Sep-2017	65.6947	88.1426	77.3686	58.4000
26-Sep-2017	65.3371	88.0744	77.4310	58.5800
25-Sep-2017	64.8357	87.9367	77.3036	57.7500
22-Sep-2017	64.9596	88.3061	77.7566	57.9900
21-Sep-2017	64.5256	87.1547	76.7403	57.3000
20-Sep-2017	64.3637	87.0262	77.2493	57.7600
19-Sep-2017	64.1769	86.8121	77.0187	57.4500
18-Sep-2017	64.0371	87.0841	76.4923	57.5700
15-Sep-2017	64.0774	86.1200	76.3995	57.9200
14-Sep-2017	64.0692	84.6867	76.1398	58.0200
13-Sep-2017	63.9818	85.1534	76.6630	58.1100
12-Sep-2017	63.9474	84.3594	76.5514	58.4100
11-Sep-2017	63.8859	84.2591	76.7334	58.8600
08-Sep-2017	63.8664	83.8757	77.0357	59.2800
07-Sep-2017	64.0276	83.4664	76.3593	58.7000
06-Sep-2017	64.2146	83.6395	76.5438	59.0400
05-Sep-2017	64.1164	82.8192	76.2921	58.6300
04-Sep-2017	64.0468	82.9662	76.1516	58.5100
01-Sep-2017	63.9804	82.6627	76.1047	58.1000
31-Aug-2017	64.0154	82.6951	76.0439	57.9100
30-Aug-2017	63.9431	82.6209	76.4504	58.1600
29-Aug-2017	64.0174	82.8833	76.7505	58.8100
28-Aug-2017	63.8701	82.3605	76.2162	58.5300
24-Aug-2017	64.0676	81.9361	75.5805	58.6700
23-Aug-2017	64.1272	82.2303	75.4072	58.5800
22-Aug-2017	64.1099	82.5992	75.6497	58.6900
21-Aug-2017	64.0285	82.3983	75.2143	58.6800
18-Aug-2017	64.1048	82.6183	75.2078	58.6300
16-Aug-2017	64.2428	82.6162	75.3761	58.0100
14-Aug-2017	64.0253	83.2777	75.7035	58.4300
11-Aug-2017	64.1693	83.2661	75.4567	58.7600
10-Aug-2017	63.9437	83.0053	75.0635	58.1500
09-Aug-2017	63.7491	82.9248	74.8606	57.9400
08-Aug-2017	63.7382	83.1465	75.2876	57.6300
07-Aug-2017	63.7375	83.1583	75.1019	57.5500
04-Aug-2017	63.7091	83.7074	75.6609	57.8500
03-Aug-2017	63.6314	84.1589	75.3905	57.5300
02-Aug-2017	64.0690	84.6416	75.7488	57.8600
01-Aug-2017	64.0683	84.6214	75.7415	58.1200
31-Jul-2017	64.0773	84.1591	75.2203	57.9800
28-Jul-2017	64.1483	83.8867	74.9829	57.7800
27-Jul-2017	64.1216	84.2109	75.2082	57.7400
26-Jul-2017	64.4208	83.8308	74.9214	57.5600
25-Jul-2017	64.3580	83.8778	75.0607	58.0500
24-Jul-2017	64.4494	83.8164	75.1287	58.0100
21-Jul-2017	64.3185	83.5369	74.8796	57.5300
20-Jul-2017	64.4273	83.9166	74.1880	57.4500
19-Jul-2017	64.3211	83.8554	74.2265	57.4300
18-Jul-2017	64.3301	84.2917	74.1469	57.3900
17-Jul-2017	64.3666	84.2173	73.6933	57.1200
14-Jul-2017	64.4539	83.5451	73.5677	56.9000
13-Jul-2017	64.4384	83.2480	73.7884	57.0200
12-Jul-2017	64.4969	82.6915	73.9715	56.8500
11-Jul-2017	64.5025	83.0857	73.4361	56.3800
10-Jul-2017	64.5405	83.2766	73.5826	56.5300
07-Jul-2017	64.7342	83.8826	73.8811	56.9400
06-Jul-2017	64.7779	83.8226	73.4322	57.2500
05-Jul-2017	64.7209	83.6065	73.5035	57.1500
04-Jul-2017	64.8168	83.9118	73.5995	57.4900
03-Jul-2017	64.7525	84.1718	73.8567	57.5400
30-Jun-2017	64.7379	84.2564	74.0019	57.7800
29-Jun-2017	64.4715	83.5615	73.5233	57.4000
28-Jun-2017	64.5288	82.6614	73.3757	57.4400
27-Jun-2017	64.4572	82.0798	72.1921	57.7100
23-Jun-2017	64.5365	81.9743	72.0808	58.0100
22-Jun-2017	64.4950	81.7990	72.0732	58.0500
21-Jun-2017	64.6025	81.5348	71.9413	58.0700
20-Jun-2017	64.4672	82.1506	71.9583	57.8000
19-Jun-2017	64.3788	82.2053	72.1043	57.9800
16-Jun-2017	64.5883	82.5116	72.0482	58.0500
15-Jun-2017	64.2801	81.9121	72.1094	58.6200
14-Jun-2017	64.3141	82.1098	72.1283	58.4500
13-Jun-2017	64.4453	81.7424	72.1465	58.5900
12-Jun-2017	64.3407	82.0859	72.1324	58.3600
09-Jun-2017	64.2584	81.7495	71.9823	58.3100
08-Jun-2017	64.3554	83.4303	72.5092	58.7600
07-Jun-2017	64.4538	83.2485	72.6588	58.9300
06-Jun-2017	64.3516	83.1616	72.5178	58.7100
05-Jun-2017	64.3485	82.7972	72.4886	58.2000
02-Jun-2017	64.4208	82.9225	72.2673	57.7200
01-Jun-2017	64.4704	82.8703	72.4518	58.0700
31-May-2017	64.5459	82.6446	72.1430	58.1500
30-May-2017	64.6336	82.7892	71.8338	58.2400
29-May-2017	64.5565	82.8195	72.1354	58.0300
26-May-2017	64.5945	83.1848	72.3329	57.9500
25-May-2017	64.5088	83.7711	72.4692	57.7400
24-May-2017	64.8586	84.0957	72.4730	57.9600
23-May-2017	64.7751	84.0327	72.7489	58.3700
22-May-2017	64.5632	83.9515	72.2333	57.9800
19-May-2017	64.9906	84.1823	72.2955	58.4400
18-May-2017	64.3441	83.3063	71.6214	57.8000
17-May-2017	64.0214	82.7669	71.1598	56.9900
16-May-2017	64.0758	82.7795	70.5539	56.5200
15-May-2017	64.1188	82.8351	70.1332	56.4800
12-May-2017	64.3043	82.8690	69.8859	56.5600
11-May-2017	64.4380	83.4150	70.1472	56.4800
09-May-2017	64.5065	83.5295	70.4669	56.9000
08-May-2017	64.2154	83.2553	70.4957	56.9900
05-May-2017	64.3079	83.1308	70.5972	57.3700
04-May-2017	64.2115	82.5631	69.9392	56.9500
03-May-2017	64.1439	82.7969	70.0323	57.2400
02-May-2017	64.2072	82.6925	70.0436	57.2700
28-Apr-2017	64.2170	82.8271	69.8809	57.7200
27-Apr-2017	64.1141	82.5854	69.8908	57.6000
26-Apr-2017	64.0013	82.1265	70.0430	57.4700
25-Apr-2017	64.2776	82.2689	69.8569	58.3300
24-Apr-2017	64.4757	82.4580	69.9884	58.5600
21-Apr-2017	64.5701	82.7014	69.1675	59.0300
20-Apr-2017	64.6364	82.8057	69.3355	59.3500
19-Apr-2017	64.5443	82.7458	69.1915	59.3900
18-Apr-2017	64.5657	81.1785	68.7431	59.2200
17-Apr-2017	64.4053	80.7192	68.4049	59.3900
13-Apr-2017	64.3165	80.8265	68.6193	58.9700
12-Apr-2017	64.6920	80.8132	68.6706	59.0600
11-Apr-2017	64.5438	80.1376	68.3067	58.3700
10-Apr-2017	64.4418	79.8563	68.2503	57.8700
07-Apr-2017	64.3928	80.2592	68.5590	58.1900
06-Apr-2017	64.9791	81.1524	69.3912	58.7900
05-Apr-2017	65.0438	80.8755	69.4017	58.7600
03-Apr-2017	64.9103	81.4300	69.2788	58.2300
31-Mar-2017	64.8386	80.8797	69.2476	57.9600
30-Mar-2017	64.9325	80.7501	69.8739	58.4300
29-Mar-2017	64.9552	80.4795	70.1061	58.4100
27-Mar-2017	65.0892	81.6479	70.6739	59.0800
24-Mar-2017	65.4581	81.6721	70.4656	58.7400
23-Mar-2017	65.4220	81.8495	70.6688	58.8100
22-Mar-2017	65.4881	81.6833	70.7206	58.7000
21-Mar-2017	65.3117	80.6273	70.2950	57.9500
20-Mar-2017	65.3827	81.0157	70.3779	58.0600
17-Mar-2017	65.5411	80.9957	70.6074	57.8400
16-Mar-2017	65.3836	80.2649	70.1893	57.7300
15-Mar-2017	65.5146	80.0654	69.6224	57.0800
14-Mar-2017	66.1800	80.5014	70.4354	57.5700
10-Mar-2017	66.6880	81.0526	70.6426	57.7900
09-Mar-2017	66.7707	81.1665	70.3229	58.3300
08-Mar-2017	66.6362	81.3162	70.4011	58.6100
07-Mar-2017	66.6347	81.5342	70.5595	58.4800
06-Mar-2017	66.7559	81.9762	70.7346	58.6700
03-Mar-2017	66.8354	81.9603	70.3509	58.5500
02-Mar-2017	66.7433	81.9875	70.3074	58.5000
01-Mar-2017	66.8482	82.7180	70.5716	58.9100
28-Feb-2017	66.7375	83.0548	70.7151	59.3500
27-Feb-2017	66.7249	82.8923	70.5149	59.5100
23-Feb-2017	66.8351	83.1228	70.5444	59.0100
22-Feb-2017	66.9644	83.6921	70.5403	58.9800
20-Feb-2017	66.9771	83.1923	71.0560	59.1600
17-Feb-2017	67.0467	83.7614	71.5053	59.1500
16-Feb-2017	66.9468	83.4358	71.0239	58.7500
15-Feb-2017	66.9193	83.4149	70.8207	58.5600
14-Feb-2017	66.9439	83.9811	71.0877	59.0600
13-Feb-2017	66.9663	83.7614	71.1718	58.8900
10-Feb-2017	66.9367	83.7713	71.3344	58.8900
09-Feb-2017	67.0123	83.8190	71.5423	59.7100
08-Feb-2017	67.3058	84.1659	71.8759	59.9400
07-Feb-2017	67.3692	83.9488	72.0716	60.2600
06-Feb-2017	67.1958	83.9208	72.4035	59.7300
03-Feb-2017	67.3825	84.3225	72.4429	59.6000
02-Feb-2017	67.4480	85.4903	72.7966	59.9100
01-Feb-2017	67.6458	84.9496	72.9154	59.6900
31-Jan-2017	67.8125	84.8470	72.5526	59.7700
30-Jan-2017	68.0426	85.5159	72.9621	59.3800
27-Jan-2017	68.2043	85.4941	72.7467	59.2400
25-Jan-2017	68.1556	85.3104	73.0901	59.9800
24-Jan-2017	68.1570	85.1485	73.2347	60.2700
23-Jan-2017	68.0843	84.6492	73.1498	60.1000
20-Jan-2017	68.0883	84.1231	72.7319	59.3800
19-Jan-2017	68.1766	83.6936	72.5194	59.4800
18-Jan-2017	67.9364	83.8403	72.5968	59.9700
17-Jan-2017	68.0509	82.4573	72.5014	59.9800
16-Jan-2017	68.1558	81.9982	72.4155	59.7900
13-Jan-2017	68.2310	82.9757	72.4750	59.4000
12-Jan-2017	68.0858	83.1940	72.2322	59.4500
11-Jan-2017	68.2276	82.9579	72.3213	58.8200
10-Jan-2017	68.0641	82.6979	72.1820	58.8800
09-Jan-2017	68.1863	83.1259	71.8206	58.1000
06-Jan-2017	67.9522	84.0976	71.8662	58.5000
05-Jan-2017	67.7884	83.7051	71.5574	58.3300
04-Jan-2017	68.1791	83.5330	70.9949	57.8100
03-Jan-2017	68.0864	83.7599	71.3818	58.0300
02-Jan-2017	68.0225	83.9670	71.5121	58.1900
30-Dec-2016	67.9547	83.4212	71.6175	58.2200
29-Dec-2016	68.1241	83.4180	71.2101	58.4100
28-Dec-2016	68.2250	83.8622	71.4520	58.0600
27-Dec-2016	67.9967	83.4999	71.0498	57.9700
26-Dec-2016	67.8331	83.3126	70.9670	57.9600
23-Dec-2016	67.9117	83.4839	70.9474	57.8800
22-Dec-2016	67.9136	83.9140	70.8678	57.7300
21-Dec-2016	67.8724	83.9649	70.6077	57.7000
20-Dec-2016	67.8954	84.1020	70.4686	57.6600
19-Dec-2016	67.7262	84.5426	70.8416	57.7300
16-Dec-2016	67.7777	84.2341	70.7531	57.3800
15-Dec-2016	67.7994	85.1154	71.1555	57.7200
14-Dec-2016	67.5604	85.5450	71.9180	58.6600
13-Dec-2016	67.4867	85.5461	71.7654	58.5400
09-Dec-2016	67.5840	85.1289	71.7607	59.0600
08-Dec-2016	67.4325	85.2414	72.6113	59.4400
07-Dec-2016	67.8707	85.8632	72.7506	59.4100
06-Dec-2016	68.0322	86.7274	73.1074	59.6800
05-Dec-2016	68.1703	86.5354	72.0424	60.1100
02-Dec-2016	68.3689	86.2816	73.0385	59.9600
01-Dec-2016	68.3734	85.6992	72.6262	60.0100
30-Nov-2016	68.5260	85.5342	72.8431	60.7900
29-Nov-2016	68.6535	85.2265	72.8002	61.2500
28-Nov-2016	68.7235	85.8494	73.1768	61.3200
25-Nov-2016	68.4626	85.2222	72.3855	60.3200
24-Nov-2016	68.6560	85.3600	72.3840	60.9000
23-Nov-2016	68.4772	84.9665	72.7844	61.7100
22-Nov-2016	68.2317	85.1668	72.4348	61.4600
21-Nov-2016	68.2575	84.2025	72.3530	61.4500
18-Nov-2016	68.0937	84.4158	72.2134	61.5600
17-Nov-2016	67.9106	84.3178	72.5625	62.1000
16-Nov-2016	67.7791	84.6154	72.8422	62.1200
15-Nov-2016	67.7173	84.4232	72.7758	62.6100
11-Nov-2016	67.0292	82.7104	73.6515	63.9100
10-Nov-2016	66.4273	83.4292	74.9727	65.0500
09-Nov-2016	66.7968	82.5093	72.7113	63.0200
08-Nov-2016	66.7073	84.1753	73.1155	62.9400
07-Nov-2016	66.7301	82.9322	73.8435	63.8800
04-Nov-2016	66.7219	83.1355	74.0546	64.6200
03-Nov-2016	66.6942	82.2473	74.1506	64.9500
02-Nov-2016	66.8294	81.8861	73.9534	64.3700
01-Nov-2016	66.7140	81.5579	73.1786	63.6800
28-Oct-2016	66.8566	81.2976	72.9071	63.4400
27-Oct-2016	66.8854	81.6938	72.9385	63.9300
26-Oct-2016	66.7621	81.3630	72.8174	64.1300
25-Oct-2016	66.8777	81.7714	72.7897	64.0600
24-Oct-2016	66.8625	81.6725	72.7999	64.4300
21-Oct-2016	66.8943	81.9589	72.9750	64.4000
20-Oct-2016	66.7411	81.9114	73.1482	64.3500
19-Oct-2016	66.7145	81.7853	73.2125	64.4000
18-Oct-2016	66.7268	81.7136	73.5463	64.1400
17-Oct-2016	66.7779	81.3088	73.3689	64.1200
14-Oct-2016	66.8481	81.4811	73.6867	64.2300
13-Oct-2016	66.8473	81.3131	73.6657	64.4400
10-Oct-2016	66.5856	82.4796	74.4027	64.5600
07-Oct-2016	66.7875	83.2373	74.2744	64.3000
06-Oct-2016	66.6322	84.6695	74.5814	64.3400
05-Oct-2016	66.5699	84.4772	74.6515	64.7000
04-Oct-2016	66.5559	85.3180	74.4428	65.0800
03-Oct-2016	66.5330	85.8675	74.7166	65.7000
30-Sep-2016	66.6596	86.4242	74.7521	66.0500
29-Sep-2016	66.5521	86.6109	74.6848	65.4300
28-Sep-2016	66.4482	86.4823	74.4552	66.0900
27-Sep-2016	66.4627	86.3417	74.7373	65.8400
26-Sep-2016	66.7095	86.4689	74.8814	66.1300
23-Sep-2016	66.6519	86.9207	74.6701	66.0800
22-Sep-2016	66.8451	87.3398	75.0203	66.6500
21-Sep-2016	67.0631	87.0077	74.6949	65.4900
20-Sep-2016	67.0200	87.3740	74.8814	65.8600
19-Sep-2016	66.8737	87.2568	74.6845	65.5400
16-Sep-2016	66.8804	88.4694	75.1535	65.5200
15-Sep-2016	67.0248	88.7073	75.3627	65.5800
14-Sep-2016	66.9642	88.4932	75.2075	64.8300
12-Sep-2016	66.9017	88.7719	75.2176	65.2600
09-Sep-2016	66.5462	88.5863	75.0242	65.1300
08-Sep-2016	66.4483	88.6088	74.7676	65.3300
07-Sep-2016	66.3618	89.0376	74.6902	65.4600
06-Sep-2016	66.5469	88.6471	74.1665	64.2000
02-Sep-2016	66.8405	88.7040	74.8012	64.5200
01-Sep-2016	66.9539	88.0511	74.6603	64.7800
31-Aug-2016	66.9813	87.6852	74.6239	64.8900
30-Aug-2016	67.0879	87.6906	74.9439	65.6100
29-Aug-2016	67.1810	88.0138	75.1823	65.6200
26-Aug-2016	67.0299	88.5934	75.7371	66.7200
25-Aug-2016	67.0876	88.6563	75.5943	66.8400
24-Aug-2016	67.1320	88.3860	75.8055	66.9000
23-Aug-2016	67.0885	88.2885	76.0381	67.0300
22-Aug-2016	67.1940	87.6747	75.8083	66.6700
19-Aug-2016	66.9296	87.9723	75.8714	66.8200
18-Aug-2016	66.7939	87.2596	75.5773	66.8400
16-Aug-2016	66.8983	86.3389	75.0198	66.6800
12-Aug-2016	66.8252	86.6255	74.4633	65.4400
11-Aug-2016	66.8571	86.9543	74.6526	65.9100
10-Aug-2016	66.7442	87.0411	74.3797	65.8400
09-Aug-2016	66.9633	86.9920	74.1752	65.3600
08-Aug-2016	66.7407	87.2768	74.0622	65.4000
05-Aug-2016	66.8141	87.7470	74.4510	66.1300
04-Aug-2016	66.9447	89.0699	74.5965	65.9500
03-Aug-2016	66.9368	89.0126	74.9893	66.2600
02-Aug-2016	66.7612	88.0313	74.5990	65.3200
01-Aug-2016	66.7412	88.4388	74.5165	65.0800
29-Jul-2016	67.0340	88.2972	74.2737	64.6900
28-Jul-2016	67.0550	88.4254	74.3640	64.0700
27-Jul-2016	67.2362	88.3013	73.8859	63.5700
26-Jul-2016	67.3680	88.1712	74.1654	64.5800
25-Jul-2016	67.2430	88.3506	73.7992	63.3700
22-Jul-2016	67.1355	88.9478	74.0303	63.4100
21-Jul-2016	67.2035	88.9774	74.1523	62.7300
20-Jul-2016	67.1720	88.0423	73.9900	63.2300
19-Jul-2016	67.1462	88.7203	74.3443	63.3500
18-Jul-2016	67.1015	88.6881	74.1673	63.5100
15-Jul-2016	67.0655	89.9281	74.6037	63.3800
14-Jul-2016	66.9136	88.5468	74.3544	63.3800
13-Jul-2016	67.2046	89.2880	74.3484	64.5300
12-Jul-2016	67.1471	87.8620	74.4460	64.9400
11-Jul-2016	67.1426	86.9161	74.1053	65.8900
08-Jul-2016	67.4584	87.3182	74.7169	67.1500
07-Jul-2016	67.4972	87.6114	74.8274	67.0000
05-Jul-2016	67.4028	89.1537	75.0328	66.0600
04-Jul-2016	67.1848	89.3020	74.8304	65.4700
01-Jul-2016	67.4410	89.5482	74.7449	65.6700
30-Jun-2016	67.6166	90.5183	75.0071	65.9100
29-Jun-2016	67.7443	90.4928	75.0200	66.2100
28-Jun-2016	67.8867	90.1739	75.0623	66.6900
27-Jun-2016	67.9000	90.9113	74.8801	66.6900
24-Jun-2016	68.0144	92.9553	75.1015	66.4500
23-Jun-2016	67.3702	99.4721	76.3776	64.5200
22-Jun-2016	67.5570	99.1534	76.0354	64.6100
21-Jun-2016	67.4767	99.2582	76.4511	64.5900
20-Jun-2016	67.4087	98.1538	76.5358	64.4400
17-Jun-2016	67.1682	95.5535	75.4568	64.3900
16-Jun-2016	67.2068	95.2388	75.8160	64.5500
15-Jun-2016	67.1596	95.1114	75.2859	63.1900
14-Jun-2016	67.1520	95.1007	75.7542	63.4600
13-Jun-2016	67.0737	95.1172	75.5116	63.3200
10-Jun-2016	66.7948	96.5719	75.4714	62.4000
09-Jun-2016	66.6250	96.7195	75.8925	62.4100
08-Jun-2016	66.7370	97.0823	75.8199	62.2600
07-Jun-2016	66.8305	96.9376	75.9194	62.1000
06-Jun-2016	66.9614	96.1700	75.9409	62.6000
03-Jun-2016	67.2415	96.9017	74.9944	61.8300
02-Jun-2016	67.2533	97.0465	75.3035	61.5800
01-Jun-2016	67.3526	97.5333	74.9634	61.3100
31-May-2016	67.2030	98.6540	74.7902	60.4000
30-May-2016	67.3398	98.4373	74.8415	60.4900
27-May-2016	67.0613	98.3923	75.0885	61.1200
26-May-2016	67.2855	98.9501	75.2185	61.3400
25-May-2016	67.4467	98.5599	75.2098	61.3200
24-May-2016	67.7060	98.0654	75.9323	61.9700
23-May-2016	67.3492	97.7641	75.6197	61.3800
20-May-2016	67.4076	98.4555	75.5437	61.1700
19-May-2016	67.2307	98.0493	75.4530	61.0100
18-May-2016	66.9131	96.6091	75.4847	61.2500
17-May-2016	66.7233	96.5953	75.4907	61.0700
16-May-2016	66.8216	95.9625	75.5953	61.4500
13-May-2016	66.7609	96.1557	75.7202	61.4700
12-May-2016	66.5977	96.1538	76.0612	61.1600
11-May-2016	66.6958	96.4355	75.9665	61.4300
10-May-2016	66.7224	96.1069	75.9568	61.3500
09-May-2016	66.4379	95.7702	75.8056	61.7300
06-May-2016	66.5830	96.3456	75.9313	62.1300
05-May-2016	66.5105	96.5865	76.3807	62.1500
04-May-2016	66.5388	96.8273	76.4597	62.2100
03-May-2016	66.2698	97.5690	76.6145	62.6500
02-May-2016	66.3435	97.0207	76.0562	62.3100
29-Apr-2016	66.5176	97.4017	75.7303	61.9600
28-Apr-2016	66.4045	96.8310	75.4222	61.3200
27-Apr-2016	66.5460	96.9242	75.1770	59.8500
26-Apr-2016	66.7330	96.7695	75.1814	60.2200
25-Apr-2016	66.6839	96.3249	74.9527	59.9900
22-Apr-2016	66.4925	95.4433	75.1033	60.1500
21-Apr-2016	66.2930	95.1437	74.8978	60.4800
20-Apr-2016	66.2406	95.2076	75.2758	60.8200
18-Apr-2016	66.6663	94.3928	75.2596	61.7300
13-Apr-2016	66.4293	94.6684	75.4637	60.9800
12-Apr-2016	66.4950	94.7487	75.9107	61.3800
11-Apr-2016	66.3925	93.7860	75.7538	61.5300
07-Apr-2016	66.4698	94.0415	75.8952	61.0400
06-Apr-2016	66.5807	94.0918	75.6290	60.3100
05-Apr-2016	66.3248	94.4200	75.5240	59.9800
04-Apr-2016	66.2430	94.1578	75.3713	59.4400
31-Mar-2016	66.3329	95.0882	75.0955	59.0600
30-Mar-2016	66.4105	95.6311	75.0306	59.1100
