Date	Dollar	Pound	Euro   Yen
26-Aug-2010	46.8100	72.8574	59.4500	55.2500
25-Aug-2010	46.9300	72.3262	59.3500	55.6600
24-Aug-2010	46.7900	72.2157	59.1900	55.0800
23-Aug-2010	46.6100	72.5974	59.2800	54.5800
20-Aug-2010	46.5800	72.3993	59.6600	54.5800
18-Aug-2010	46.6400	72.4179	59.8800	54.5500
17-Aug-2010	46.6800	73.1476	59.9800	54.7400
16-Aug-2010	46.7800	73.0938	59.8700	54.4900
13-Aug-2010	46.5800	72.7906	60.0500	54.1000
12-Aug-2010	46.9400	73.6700	60.5400	55.0000
11-Aug-2010	46.5400	73.4262	60.7800	54.5400
10-Aug-2010	46.3000	73.1586	60.9300	53.9300
09-Aug-2010	46.0700	73.6590	61.2600	53.8500
06-Aug-2010	46.0200	73.2086	60.7000	53.4200
05-Aug-2010	46.2300	73.4595	60.8000	53.6700
04-Aug-2010	46.2200	73.6862	61.0700	54.0600
03-Aug-2010	46.2200	73.4574	60.8100	53.4300
02-Aug-2010	46.1900	72.7377	60.4200	53.3400
30-Jul-2010	46.4600	72.5357	60.7300	53.7000
29-Jul-2010	46.6300	72.8687	60.7400	53.3900
28-Jul-2010	46.5700	72.6678	60.6200	53.0100
27-Jul-2010	46.7600	72.5715	60.8000	53.7500
26-Jul-2010	46.8600	72.5205	60.6400	53.5900
23-Jul-2010	47.0000	71.8795	60.5300	53.9700
22-Jul-2010	47.3300	71.7546	60.3800	54.7800
21-Jul-2010	47.2500	72.3209	60.9800	54.2000
20-Jul-2010	47.1000	72.0489	61.2900	54.1400
19-Jul-2010	47.0800	71.9335	60.6200	54.3600
16-Jul-2010	46.8000	72.0814	60.3700	53.6600
15-Jul-2010	46.7400	71.3089	59.4700	53.0600
14-Jul-2010	46.6300	70.9219	59.2900	52.4300
13-Jul-2010	46.9300	70.3082	58.9000	52.9500
12-Jul-2010	46.7300	69.9408	58.8000	52.6300
09-Jul-2010	46.7500	70.9221	59.3600	52.8100
08-Jul-2010	46.8500	71.3666	59.3200	53.0500
07-Jul-2010	47.0800	71.2085	59.2700	53.9400
06-Jul-2010	46.8000	71.0073	58.7700	53.3300
05-Jul-2010	46.6900	70.9244	58.5700	53.1000
02-Jul-2010	46.6800	70.7879	58.2900	53.0300
01-Jul-2010	46.6800	69.5812	56.9900	52.8300
30-Jun-2010	46.6000	70.0724	56.9400	52.6100
29-Jun-2010	46.5200	70.0824	56.9300	52.3700
28-Jun-2010	46.1600	69.3692	57.0300	51.6400
25-Jun-2010	46.5400	69.6331	57.3900	51.9900
24-Jun-2010	46.2400	69.2629	57.0500	51.4800
23-Jun-2010	46.3100	68.6870	56.8500	51.2300
22-Jun-2010	46.0400	67.8630	56.6700	50.7300
21-Jun-2010	45.6400	68.0607	56.8300	50.2900
18-Jun-2010	46.1400	68.4671	57.1800	50.8200
17-Jun-2010	46.5000	68.3643	57.0900	50.9200
16-Jun-2010	46.3500	68.6745	57.1600	50.6100
15-Jun-2010	46.7300	68.6791	56.9200	51.2500
14-Jun-2010	46.5700	68.2344	56.8100	50.6600
11-Jun-2010	46.8200	68.9729	56.6600	51.1400
10-Jun-2010	46.9800	68.4663	56.5800	51.6100
09-Jun-2010	46.9800	67.9025	56.2000	51.3800
08-Jun-2010	46.9500	68.0517	56.1300	51.1200
07-Jun-2010	47.2800	68.2369	56.3800	51.8700
04-Jun-2010	46.6700	68.3365	56.8500	50.3600
03-Jun-2010	46.5200	68.5309	57.2200	50.3600
02-Jun-2010	47.1900	69.4826	57.5900	51.6100
01-Jun-2010	46.6900	67.7379	57.2600	51.2100
31-May-2010	46.4500	67.3293	57.1700	50.7800
28-May-2010	46.5400	67.7809	57.3800	51.0500
26-May-2010	47.5700	68.3843	58.4300	52.7100
25-May-2010	47.4000	67.9621	58.1900	52.8200
24-May-2010	46.6700	67.6435	58.3800	51.6500
21-May-2010	46.9500	67.6643	59.0300	52.0600
20-May-2010	46.7500	66.9998	57.6900	51.3600
19-May-2010	46.0000	65.8743	56.0700	50.0000
18-May-2010	45.5500	65.9268	56.3700	49.1600
17-May-2010	45.7200	65.6471	56.1900	49.6600
14-May-2010	45.1000	65.6859	56.5700	48.5900
13-May-2010	44.9900	66.9091	56.9800	48.1800
12-May-2010	45.3300	67.5213	57.2800	48.9300
11-May-2010	45.1400	66.6808	57.2800	48.8100
10-May-2010	44.9600	66.8600	58.3400	48.3600
07-May-2010	45.5800	67.0505	57.8100	49.5200
06-May-2010	45.4000	68.4337	57.9100	48.4000
05-May-2010	44.8700	68.0364	58.2700	47.3400
04-May-2010	44.5600	67.8872	58.7200	46.9300
03-May-2010	44.5600	67.9473	59.0000	47.3800
30-Apr-2010	44.4400	68.3132	58.9400	47.2500
29-Apr-2010	44.5700	67.6706	58.8800	47.4200
28-Apr-2010	44.6000	68.0797	58.9000	47.7800
27-Apr-2010	44.4500	68.6397	59.4300	47.3800
26-Apr-2010	44.3300	68.3990	59.1900	47.0200
23-Apr-2010	44.5400	68.2642	58.9100	47.6700
22-Apr-2010	44.4500	68.7219	59.5700	47.7500
21-Apr-2010	44.4100	68.3648	59.6700	47.6000
20-Apr-2010	44.6100	68.2332	60.0100	48.1700
19-Apr-2010	44.6000	68.0306	60.0500	48.4900
16-Apr-2010	44.4900	68.5457	60.1600	48.0300
15-Apr-2010	44.3800	68.8178	60.5300	47.5700
13-Apr-2010	44.6200	68.6055	60.6300	48.0600
12-Apr-2010	44.3500	67.5008	60.5000	47.5700
09-Apr-2010	44.3500	67.8444	59.3000	47.3500
08-Apr-2010	44.6900	67.8506	59.4900	47.9500
07-Apr-2010	44.4200	67.7560	59.3900	47.2800
06-Apr-2010	44.4500	67.6596	59.6700	47.2800
05-Apr-2010	44.7300	68.1685	60.2900	47.3000
31-Mar-2010	45.1400	68.0328	60.5600	48.4400
30-Mar-2010	44.9400	67.6369	60.7600	48.5800
29-Mar-2010	45.0800	67.4059	60.6100	48.6800
26-Mar-2010	45.3400	67.4296	60.5200	49.0100
25-Mar-2010	45.6300	67.8906	60.7100	49.5700
23-Mar-2010	45.5600	68.6771	61.6000	50.4300
22-Mar-2010	45.4900	68.0280	61.4500	50.2800
19-Mar-2010	45.4800	69.0932	61.8900	50.2800
18-Mar-2010	45.4900	69.5770	62.2200	50.4600
17-Mar-2010	45.4100	69.0981	62.5500	50.1300
15-Mar-2010	45.5800	69.0993	62.5900	50.3100
12-Mar-2010	45.4500	68.4886	62.2700	50.1400
11-Mar-2010	45.4700	68.0891	62.0200	50.3100
10-Mar-2010	45.4100	68.0060	61.7500	50.4200
09-Mar-2010	45.5400	68.4239	62.0100	50.5900
08-Mar-2010	45.4300	68.8424	62.1200	50.2400
05-Mar-2010	45.7800	68.8348	62.1500	51.2500
04-Mar-2010	45.8200	68.9866	62.6100	51.9000
03-Mar-2010	45.9000	68.9418	62.5800	51.6500
02-Mar-2010	46.0200	68.7217	62.3100	51.5100
26-Feb-2010	46.2300	70.6579	62.8100	51.7300
25-Feb-2010	46.3600	71.0467	62.4200	51.8200
24-Feb-2010	46.2500	71.4724	62.6300	51.2700
23-Feb-2010	46.1300	71.5891	62.8400	50.6300
22-Feb-2010	46.1600	71.4211	62.9200	50.3400
19-Feb-2010	46.4700	71.5034	62.5600	50.5500
18-Feb-2010	46.2200	72.3643	62.7600	50.8600
17-Feb-2010	46.0200	72.6012	63.3600	50.9400
16-Feb-2010	46.1800	72.4841	62.9800	51.4100
15-Feb-2010	46.3800	72.5708	63.0000	51.4600
11-Feb-2010	46.4600	72.6541	64.0200	51.6600
10-Feb-2010	46.5600	72.9875	64.0700	51.9400
09-Feb-2010	46.6800	72.9398	63.9400	52.2000
08-Feb-2010	46.8100	72.9019	63.8000	52.3900
05-Feb-2010	46.5600	73.2086	63.8500	51.8900
04-Feb-2010	46.0900	73.2209	63.9600	50.6500
03-Feb-2010	46.0400	73.7906	64.3300	50.8800
02-Feb-2010	46.2500	73.7757	64.3900	50.9600
01-Feb-2010	46.3400	73.9077	64.3200	51.3700
29-Jan-2010	46.3700	74.7832	64.6300	51.5900
28-Jan-2010	46.3100	74.9921	64.8800	51.3500
27-Jan-2010	46.2900	74.7121	65.1200	51.8300
25-Jan-2010	46.1800	74.5253	65.4100	51.2200
22-Jan-2010	46.1700	74.9524	65.2700	51.2400
21-Jan-2010	45.9700	74.8001	64.8000	50.2000
20-Jan-2010	45.9500	74.8755	65.2000	50.3600
19-Jan-2010	45.6200	74.8442	65.6700	50.4000
18-Jan-2010	45.6600	74.3619	65.6400	50.2600
15-Jan-2010	45.6700	74.5860	65.8800	50.1600
14-Jan-2010	45.4800	74.0142	66.1000	49.6000
13-Jan-2010	45.6800	74.0290	66.2100	50.1400
12-Jan-2010	45.4000	73.1621	65.8600	49.2600
11-Jan-2010	45.3600	72.9389	65.7900	49.1500
08-Jan-2010	45.8000	73.0670	65.5600	49.0700
07-Jan-2010	45.8700	73.2636	65.9400	49.7600
06-Jan-2010	46.1200	73.7182	66.2000	50.1400
05-Jan-2010	46.2000	74.5298	66.7800	50.3500
04-Jan-2010	46.5100	74.8532	66.4800	50.0700
01-Jan-2010	46.6500	75.2465	66.8300	50.1100
31-Dec-2009	46.6800	75.0334	67.0700	50.5100
30-Dec-2009	46.7300	74.2797	67.0200	50.7900
29-Dec-2009	46.6900	74.7507	67.1100	50.8900
24-Dec-2009	46.7600	74.7833	67.1300	51.2100
23-Dec-2009	46.8500	74.7164	66.7700	51.0800
22-Dec-2009	46.8000	75.1772	66.8800	51.2600
21-Dec-2009	46.8000	75.5797	67.1200	51.7600
18-Dec-2009	46.8500	75.7846	67.3600	52.2800
17-Dec-2009	46.7800	75.9824	67.3500	51.9200
16-Dec-2009	46.6800	75.9670	67.9500	52.2000
15-Dec-2009	46.6400	75.9323	68.2600	52.4600
14-Dec-2009	46.6600	75.9975	68.4600	52.6800
11-Dec-2009	46.5200	75.9183	68.5500	52.3300
10-Dec-2009	46.7200	75.9060	68.7300	53.2000
09-Dec-2009	46.7700	75.8235	68.7700	52.9800
08-Dec-2009	46.6700	76.5178	69.2000	52.4200
07-Dec-2009	46.4400	76.6632	69.1600	51.6300
04-Dec-2009	46.2500	76.4906	69.6300	52.4400
03-Dec-2009	46.2200	77.1227	69.7500	52.6000
02-Dec-2009	46.2700	76.7619	69.8000	53.1800
01-Dec-2009	46.4500	76.2454	69.6800	53.1300
30-Nov-2009	46.4800	76.9105	69.9900	53.8900
27-Nov-2009	46.8100	76.7286	69.8300	54.3800
26-Nov-2009	46.2700	77.2107	69.8800	53.3300
25-Nov-2009	46.3400	77.0449	69.5000	52.4500
24-Nov-2009	46.6000	77.1952	69.5700	52.5000
23-Nov-2009	46.4900	76.9363	69.4300	52.3500
20-Nov-2009	46.5800	77.5650	69.5400	52.4900
19-Nov-2009	46.4100	77.5766	69.2600	52.1100
18-Nov-2009	46.2600	77.7700	68.8900	51.8700
17-Nov-2009	46.2500	77.7578	69.1000	51.9100
16-Nov-2009	46.0900	77.0256	68.9900	51.4600
13-Nov-2009	46.5000	77.1644	69.1300	51.5300
12-Nov-2009	46.5000	76.9924	69.7100	51.7700
11-Nov-2009	46.5700	77.9279	69.7200	51.8900
10-Nov-2009	46.5300	77.4585	69.6900	51.8000
09-Nov-2009	46.5800	77.8585	69.5800	51.7300
06-Nov-2009	46.8200	77.7329	69.6400	51.7000
05-Nov-2009	47.1300	77.8470	69.9800	52.0900
04-Nov-2009	47.1300	77.3969	69.4100	52.1400
03-Nov-2009	47.0400	77.0703	69.6100	52.1300
30-Oct-2009	46.9600	77.6648	69.6500	51.6300
29-Oct-2009	47.5200	77.8686	69.9700	52.5700
28-Oct-2009	47.1500	77.0950	69.8600	51.6400
27-Oct-2009	46.8300	76.5483	69.8000	50.9000
26-Oct-2009	46.5800	75.8975	70.0100	50.7000
23-Oct-2009	46.4500	77.2649	69.6900	50.5700
22-Oct-2009	46.6600	77.3996	69.8900	51.0600
21-Oct-2009	46.4400	76.1523	69.3600	51.2000
20-Oct-2009	46.0400	75.6322	68.9500	51.0600
16-Oct-2009	46.2700	75.4317	68.9700	50.8900
15-Oct-2009	45.9100	73.8876	68.6200	51.3100
14-Oct-2009	46.1600	73.7452	68.7000	51.8300
12-Oct-2009	46.5800	73.6360	68.4800	51.6200
09-Oct-2009	46.5000	74.4698	68.4800	52.1700
08-Oct-2009	46.2800	73.9832	68.2800	52.3700
07-Oct-2009	46.8200	74.3876	68.9000	52.8900
06-Oct-2009	47.1600	75.3711	69.4800	52.9700
05-Oct-2009	47.5300	76.1288	69.6300	52.9400
01-Oct-2009	47.8600	76.3870	69.7100	53.1600
29-Sep-2009	48.0400	76.4316	70.2400	53.3500
25-Sep-2009	47.9800	76.8448	70.5300	52.9600
24-Sep-2009	48.1000	78.6868	70.8800	52.9600
23-Sep-2009	47.9600	78.5729	70.9900	52.8100
22-Sep-2009	48.1700	78.3991	70.9500	52.6300
18-Sep-2009	48.1800	78.8153	70.9200	52.8900
17-Sep-2009	47.9700	79.3064	70.7600	52.7300
16-Sep-2009	48.3600	79.6852	71.0200	53.4000
15-Sep-2009	48.5700	80.8496	71.0600	53.3600
14-Sep-2009	48.7000	80.7056	70.7300	53.7500
11-Sep-2009	48.5100	81.1281	70.8700	53.2000
10-Sep-2009	48.3700	80.0233	70.5200	52.5100
09-Sep-2009	48.4700	80.1912	70.2900	52.4200
08-Sep-2009	48.6500	79.6595	69.9300	52.5400
07-Sep-2009	48.7500	79.9793	69.9000	52.3000
04-Sep-2009	48.8900	79.8471	69.7600	52.7800
03-Sep-2009	48.8800	79.7208	69.8100	52.9200
02-Sep-2009	49.0600	79.3325	69.7800	52.8100
01-Sep-2009	48.7300	79.5883	69.9900	52.3600
31-Aug-2009	48.8800	79.2052	69.7000	52.7000
28-Aug-2009	48.8700	79.5408	70.1100	52.1300
27-Aug-2009	48.9800	79.3941	69.7700	52.2500
26-Aug-2009	48.8300	79.7614	69.8700	51.8600
25-Aug-2009	48.7900	80.0010	69.7300	51.9100
24-Aug-2009	48.5000	79.9086	69.4500	51.1200
21-Aug-2009	48.7400	80.1700	69.3400	52.0300
20-Aug-2009	48.7000	80.6886	69.3500	51.5800
18-Aug-2009	48.7400	79.9019	68.8600	51.3000
17-Aug-2009	48.6800	79.8133	68.7700	51.5000
14-Aug-2009	48.2700	79.9930	68.8900	50.6300
13-Aug-2009	48.1400	79.8041	68.6400	50.0300
12-Aug-2009	48.3500	79.5744	68.3300	50.6000
11-Aug-2009	47.9400	79.0363	67.8400	49.4900
10-Aug-2009	47.8100	79.7256	67.8300	49.1600
07-Aug-2009	47.8600	80.1846	68.6900	50.1700
06-Aug-2009	47.5800	80.9145	68.5800	49.9900
05-Aug-2009	47.6700	80.7005	68.5900	50.1800
04-Aug-2009	47.5400	80.6825	68.4900	50.0000
03-Aug-2009	47.8700	80.0506	68.1900	50.6000
31-Jul-2009	48.1600	79.7506	68.0800	50.5700
30-Jul-2009	48.4900	79.6885	68.2000	51.0000
29-Jul-2009	48.4700	79.3187	68.4500	51.4700
28-Jul-2009	48.2100	79.7418	68.8200	50.6700
27-Jul-2009	48.2100	79.5224	68.7200	50.8400
24-Jul-2009	48.3800	79.9528	68.6300	51.0800
23-Jul-2009	48.4400	80.0205	69.0700	51.3800
22-Jul-2009	48.3700	79.1382	68.7000	51.6900
21-Jul-2009	48.2700	79.5683	68.5400	51.3300
20-Jul-2009	48.4300	79.4809	68.5900	51.1000
17-Jul-2009	48.6900	79.6909	68.6900	51.9400
16-Jul-2009	48.7400	79.8386	68.5900	51.8600
15-Jul-2009	48.7200	79.8764	68.3700	52.1500
14-Jul-2009	48.8400	79.5555	68.4200	52.4100
13-Jul-2009	49.4000	79.5933	68.7500	53.5600
10-Jul-2009	48.6900	79.4085	68.0000	52.4400
09-Jul-2009	48.9200	78.8737	68.1600	52.4900
08-Jul-2009	48.9200	78.5460	67.8300	51.9400
07-Jul-2009	48.5200	78.5854	67.6000	51.0000
06-Jul-2009	48.2200	78.3744	67.3500	50.5400
03-Jul-2009	47.9900	78.8140	67.2500	49.9600
02-Jul-2009	47.7900	78.5763	67.4700	49.4700
01-Jul-2009	48.0900	78.9445	67.5100	49.7300
30-Jun-2009	47.8700	80.0841	67.6900	50.0100
29-Jun-2009	48.2000	79.2890	67.4500	50.5400
26-Jun-2009	48.5100	79.7019	68.1300	50.6000
25-Jun-2009	48.5300	79.6474	67.7900	50.4000
24-Jun-2009	48.5300	80.0454	68.4900	50.8300
23-Jun-2009	48.9100	79.6181	67.7500	51.4600
22-Jun-2009	48.3900	79.5653	67.0900	50.3400
19-Jun-2009	48.1300	78.6637	67.0300	49.6900
18-Jun-2009	48.0600	78.7992	67.1000	50.1500
17-Jun-2009	47.9100	78.9174	66.6100	49.5300
16-Jun-2009	47.7600	77.9085	66.1300	49.6500
15-Jun-2009	47.9400	78.2836	66.6000	48.6600
12-Jun-2009	47.4100	78.6010	66.8100	48.3600
11-Jun-2009	47.4200	77.8399	66.5800	48.4200
10-Jun-2009	47.2700	77.4708	66.7100	48.4600
09-Jun-2009	47.5900	76.5390	66.1800	48.5400
08-Jun-2009	47.3800	75.2015	66.0700	48.1200
05-Jun-2009	47.0800	75.7093	66.8600	48.6800
04-Jun-2009	47.1600	76.8048	66.9700	49.0400
03-Jun-2009	46.8400	77.7614	66.9000	48.8100
02-Jun-2009	47.1400	77.2672	66.5800	48.9200
01-Jun-2009	46.9900	76.1590	66.4800	49.3400
29-May-2009	47.2900	75.8579	66.1800	48.8900
28-May-2009	47.8300	76.2649	66.1600	49.4900
27-May-2009	47.6700	76.0718	66.4200	50.0300
26-May-2009	47.6300	75.7579	66.5400	50.2900
25-May-2009	47.2200	75.1695	66.1800	49.6600
22-May-2009	47.1900	74.9330	65.7500	50.0500
21-May-2009	47.4000	74.8091	65.3600	50.0500
20-May-2009	47.7100	73.8312	64.8600	49.8800
19-May-2009	47.4900	72.8782	64.4300	49.2500
18-May-2009	48.1700	72.9270	64.8100	50.7300
15-May-2009	49.5500	75.2962	67.3800	51.8700
14-May-2009	49.8300	75.4875	67.6100	52.0900
13-May-2009	49.3400	75.4680	67.5300	51.0800
12-May-2009	49.5900	74.9107	67.5000	50.9900
11-May-2009	49.2300	74.9601	67.1400	49.9900
08-May-2009	49.2500	74.0794	66.0800	49.6100
07-May-2009	49.4600	74.7835	65.6300	50.1000
06-May-2009	49.5000	74.4653	65.8100	50.4500
05-May-2009	49.6500	74.4402	66.3100	50.1800
04-May-2009	49.6800	74.1847	66.1100	49.9500
29-Apr-2009	50.2200	73.8786	66.2900	51.8500
28-Apr-2009	50.4400	73.4457	65.6800	52.6300
27-Apr-2009	49.9800	72.8558	65.7200	51.6900
24-Apr-2009	49.9400	73.2720	65.7600	51.5900
23-Apr-2009	50.2200	73.1505	65.4700	51.2100
22-Apr-2009	50.2000	73.5907	64.9600	51.0200
21-Apr-2009	50.3600	73.2058	65.0800	51.3000
20-Apr-2009	49.9500	73.4340	64.8800	50.4800
17-Apr-2009	49.7100	73.6479	65.1000	49.9400
16-Apr-2009	49.4900	74.2969	65.3500	50.0200
15-Apr-2009	49.8800	74.0942	65.9800	50.7300
13-Apr-2009	49.8600	73.2094	65.7800	49.6500
09-Apr-2009	49.9100	73.7071	66.3400	49.8400
08-Apr-2009	50.5300	74.0795	66.6000	50.6600
06-Apr-2009	50.0000	74.6050	67.7400	49.5800
02-Apr-2009	50.3000	73.3399	66.9000	50.9500
31-Mar-2009	50.9500	72.8610	67.4800	51.8700
30-Mar-2009	51.0800	72.4800	67.5200	52.7800
26-Mar-2009	50.5400	73.7758	68.6400	51.6800
25-Mar-2009	50.8300	74.6006	68.5100	52.1000
24-Mar-2009	50.3100	74.0664	68.7300	51.2300
23-Mar-2009	50.5200	73.5647	69.1100	52.5000
20-Mar-2009	50.1400	72.4222	68.3900	52.9500
19-Mar-2009	50.7700	72.1213	68.2800	53.1500
18-Mar-2009	51.3500	72.1724	66.9900	52.1200
17-Mar-2009	51.2500	72.2830	66.6400	51.9300
16-Mar-2009	51.5800	72.3564	66.5900	52.5200
13-Mar-2009	51.6700	71.9091	66.7300	52.7800
12-Mar-2009	51.7000	71.6019	66.1900	53.6600
09-Mar-2009	51.8000	73.0717	65.4200	52.7100
06-Mar-2009	51.5100	73.2343	65.0400	52.6000
05-Mar-2009	52.0600	73.5998	65.5300	52.3300
04-Mar-2009	51.9300	72.7825	64.9200	52.6900
03-Mar-2009	51.6600	72.9284	65.3800	52.9500
02-Mar-2009	51.7500	73.7256	65.1900	53.1000
27-Feb-2009	50.7300	72.5236	64.5700	51.8400
26-Feb-2009	50.4100	71.6250	64.0300	51.5100
25-Feb-2009	49.8200	72.3934	63.9000	51.3100
24-Feb-2009	49.8900	72.6673	63.4900	52.3800
19-Feb-2009	49.8500	71.1160	62.7500	53.3400
18-Feb-2009	49.8500	71.0662	62.8800	53.9600
17-Feb-2009	49.1600	69.8367	62.1800	53.1900
16-Feb-2009	48.7200	69.1678	62.1000	53.0900
13-Feb-2009	48.7200	70.0594	62.9400	53.5100
12-Feb-2009	48.7200	69.9912	62.8800	54.1000
11-Feb-2009	48.8200	70.4766	63.0700	54.2800
10-Feb-2009	48.7000	72.1929	62.5400	53.3000
09-Feb-2009	48.6000	71.5392	62.6400	53.3600
06-Feb-2009	48.7300	71.2676	62.2900	53.5800
05-Feb-2009	48.8200	70.4790	62.6900	54.5700
04-Feb-2009	48.6500	70.2798	63.4600	54.3200
03-Feb-2009	48.8000	69.2277	62.6700	54.5400
02-Feb-2009	49.0100	70.5401	62.3800	54.6900
30-Jan-2009	49.0200	69.8363	63.2500	54.8300
29-Jan-2009	48.9000	69.1030	64.1000	54.3700
28-Jan-2009	48.8700	69.7204	64.7600	54.8200
27-Jan-2009	48.8500	68.6855	64.5100	54.6000
23-Jan-2009	49.1900	67.6067	63.6000	55.5800
22-Jan-2009	48.9300	68.0690	63.7000	54.7600
21-Jan-2009	49.1200	68.3578	63.6100	54.6500
20-Jan-2009	48.9900	69.6687	63.6900	54.2000
19-Jan-2009	48.5600	72.2816	64.8200	53.4800
16-Jan-2009	48.7700	72.5478	64.7100	53.9700
15-Jan-2009	49.0800	71.7574	64.7400	54.2000
14-Jan-2009	48.7000	71.0460	64.7100	54.3000
13-Jan-2009	48.9100	72.1080	64.9000	54.7300
12-Jan-2009	48.6000	73.2232	65.1000	53.8900
09-Jan-2009	48.9200	74.4220	66.8400	53.6600
07-Jan-2009	48.6100	72.5164	65.7200	51.9000
06-Jan-2009	48.6800	71.0874	65.7900	52.3000
05-Jan-2009	48.3700	70.1752	67.3200	52.6100
02-Jan-2009	48.8900	71.6434	67.8100	53.6700
01-Jan-2009	48.7300	71.2189	68.0900	53.7400
31-Dec-2008	48.4500	70.0103	68.2200	53.6800
30-Dec-2008	48.5000	70.0243	67.9500	53.6700
29-Dec-2008	48.7600	71.6870	69.1700	53.8800
26-Dec-2008	47.8900	70.8413	67.3700	52.9800
24-Dec-2008	48.9900	72.4979	68.4400	54.2100
23-Dec-2008	48.4900	71.8985	67.8600	53.6900
22-Dec-2008	47.3900	70.6585	66.3300	52.7000
19-Dec-2008	47.0800	71.1708	66.9800	52.7800
18-Dec-2008	47.2800	73.4329	68.2200	53.6800
17-Dec-2008	47.3300	73.9271	66.6900	52.6400
16-Dec-2008	47.8200	73.0809	65.5600	52.9200
15-Dec-2008	47.9400	72.0778	64.7000	52.6900
12-Dec-2008	48.7100	72.8580	64.7000	54.4100
11-Dec-2008	48.5200	72.6247	63.7600	52.5500
10-Dec-2008	49.1200	72.5920	63.5200	53.0200
08-Dec-2008	49.2200	73.0376	63.1400	52.9900
05-Dec-2008	49.6900	72.9698	63.4600	53.8100
04-Dec-2008	49.7900	73.3780	63.0800	53.5300
03-Dec-2008	49.9000	74.3011	63.4200	53.4900
02-Dec-2008	50.5200	75.0828	63.7200	54.3000
01-Dec-2008	50.0900	76.6828	63.4800	52.5800
28-Nov-2008	49.8400	76.8100	64.3800	52.2700
26-Nov-2008	49.8500	76.6000	64.6800	52.4900
25-Nov-2008	49.9700	75.4500	64.2100	51.8700
24-Nov-2008	50.0900	74.9000	63.4000	52.5300
21-Nov-2008	50.0300	74.4200	62.7100	52.6600
20-Nov-2008	50.5200	75.5400	63.1200	53.1200
19-Nov-2008	49.7400	74.3700	62.7800	51.4700
18-Nov-2008	49.6800	74.6400	62.5800	51.3900
17-Nov-2008	48.9900	72.1400	61.5700	50.5300
14-Nov-2008	49.4600	73.1700	62.9600	50.8700
12-Nov-2008	48.7900	75.4100	61.4800	49.9200
11-Nov-2008	47.5900	74.5500	60.5700	48.5700
10-Nov-2008	47.3200	74.2000	60.7300	47.8200
07-Nov-2008	47.7600	74.8700	60.8100	49.0000
06-Nov-2008	47.6700	75.4700	61.1900	48.7100
05-Nov-2008	47.1800	75.0500	60.8900	47.3100
04-Nov-2008	48.6200	76.7100	61.3000	49.1700
03-Nov-2008	48.9600	80.2600	63.0800	49.1600
31-Oct-2008	49.2500	80.3600	62.8400	50.4200
29-Oct-2008	49.7700	79.7800	63.3600	51.3300
27-Oct-2008	50.0900	78.6100	62.7600	53.7200
24-Oct-2008	49.9500	79.5600	63.6500	52.5600
23-Oct-2008	49.7900	81.2700	63.9100	50.8100
22-Oct-2008	49.2900	80.4000	63.3500	49.5300
20-Oct-2008	48.8300	85.1200	65.8600	47.8100
17-Oct-2008	48.6800	84.3700	65.7000	48.0100
16-Oct-2008	48.8600	84.2200	65.5100	48.8600
15-Oct-2008	48.4300	84.5400	65.9100	47.6400
14-Oct-2008	47.7100	83.3000	65.1200	46.5800
13-Oct-2008	48.1400	82.7300	65.6300	47.9600
10-Oct-2008	48.7200	82.1700	65.9000	49.2600
08-Oct-2008	48.7400	85.1900	66.1200	48.6100
07-Oct-2008	48.0100	84.1600	65.2000	46.7100
06-Oct-2008	47.4600	83.3700	64.4600	45.9700
03-Oct-2008	46.8800	82.9700	64.9900	44.4900
01-Oct-2008	46.9600	83.9100	66.3600	44.3600
29-Sep-2008	46.9400	85.5700	67.7900	44.1900
26-Sep-2008	46.4300	85.3800	67.9500	43.8500
25-Sep-2008	46.2500	85.9200	68.1100	43.7500
24-Sep-2008	45.8300	84.9000	67.2600	43.2800
23-Sep-2008	45.7200	84.8100	67.6000	43.3900
22-Sep-2008	45.4000	83.1500	65.7400	42.6200
19-Sep-2008	46.3200	83.5700	65.9000	43.3400
18-Sep-2008	46.7100	85.1200	66.9800	44.6600
17-Sep-2008	46.3400	82.9600	65.8200	43.6900
16-Sep-2008	46.6300	83.7600	66.4900	44.7500
15-Sep-2008	45.9400	82.8400	65.9500	43.4200
12-Sep-2008	45.7700	80.6700	64.2000	42.6200
11-Sep-2008	45.4400	79.6200	63.4800	42.3000
10-Sep-2008	45.1200	79.6000	63.8300	42.0200
09-Sep-2008	44.8900	78.8600	63.3300	41.7300
08-Sep-2008	44.2600	79.0000	63.5300	40.7700
05-Sep-2008	44.3700	78.0900	63.4100	41.5600
04-Sep-2008	44.4500	79.0800	64.4600	41.1600
02-Sep-2008	44.2600	79.1900	64.4200	40.9600
01-Sep-2008	44.2100	79.7600	64.7200	40.7600
29-Aug-2008	43.7900	80.0500	64.5600	40.1400
28-Aug-2008	43.7300	80.3100	64.6100	40.1200
27-Aug-2008	43.7300	80.5700	64.2900	40.0500
26-Aug-2008	44.0700	81.2600	64.7100	40.2000
25-Aug-2008	43.5800	80.3100	64.1600	39.6000
22-Aug-2008	43.3800	81.3400	64.5500	39.8400
21-Aug-2008	43.5800	81.4300	64.5200	40.0500
20-Aug-2008	43.7200	81.4500	64.4700	39.7500
18-Aug-2008	43.2300	80.8900	63.8000	39.2600
14-Aug-2008	42.8200	80.0100	63.8300	39.1400
